Time,Device,B_hat,J_m,Best_Js,Target_MEC,J_d,p_L,p_U,p_0,Init_Mode,Final_Mode,Cost,Energy
30,3,-0.002264,5.944787e-08,4.601890e-08,8,2.000000e-08,2.727991e-01,1.000000e+00,1.364261e-03,3,3,2.000000e-03,0.000000e+00
30,6,-0.002317,6.051004e-08,4.704720e-08,2,2.000000e-08,2.860121e-01,1.000000e+00,1.225024e-03,3,3,2.000000e-03,0.000000e+00
30,7,-0.002315,6.046307e-08,4.704489e-08,4,2.000000e-08,2.688429e-01,1.000000e+00,1.378804e-03,3,3,2.000000e-03,0.000000e+00
30,8,-0.002295,6.006953e-08,4.663888e-08,7,2.000000e-08,2.734267e-01,1.000000e+00,1.344055e-03,3,3,2.000000e-03,0.000000e+00
30,9,-0.002345,6.105518e-08,4.755929e-08,2,2.000000e-08,3.001946e-01,1.000000e+00,1.107901e-03,3,3,2.000000e-03,0.000000e+00
31,2,-0.002283,5.981238e-08,4.650863e-08,6,2.000000e-08,2.330014e-01,1.000000e+00,1.828641e-03,3,3,2.000000e-03,0.000000e+00
31,3,-0.002233,5.882551e-08,4.559634e-08,5,2.000000e-08,2.143762e-01,1.000000e+00,2.170593e-03,3,3,2.000000e-03,0.000000e+00
31,6,-0.002311,6.037617e-08,4.698070e-08,5,2.000000e-08,2.608761e-01,1.000000e+00,1.462132e-03,3,3,2.000000e-03,0.000000e+00
31,8,-0.002261,5.938023e-08,4.615664e-08,3,2.000000e-08,2.131024e-01,1.000000e+00,2.175361e-03,3,3,2.000000e-03,0.000000e+00
31,10,-0.002359,6.133853e-08,4.797229e-08,5,2.000000e-08,2.512959e-01,1.000000e+00,1.545876e-03,3,3,2.000000e-03,0.000000e+00
32,1,-0.002329,6.074736e-08,4.726312e-08,1,2.000000e-08,2.950438e-01,1.000000e+00,1.150578e-03,3,3,2.000000e-03,0.000000e+00
32,8,-0.002230,5.875879e-08,4.554256e-08,5,2.000000e-08,2.114417e-01,1.000000e+00,2.228767e-03,3,3,2.000000e-03,0.000000e+00
32,9,-0.002309,6.034224e-08,4.681282e-08,6,2.000000e-08,3.161137e-01,1.000000e+00,1.018614e-03,3,3,2.000000e-03,0.000000e+00
32,10,-0.002315,6.046318e-08,4.697798e-08,6,2.000000e-08,2.954595e-01,1.000000e+00,1.153141e-03,3,3,2.000000e-03,0.000000e+00
33,6,-0.002252,5.920572e-08,4.575316e-08,6,2.000000e-08,2.818657e-01,1.000000e+00,1.287848e-03,3,3,2.000000e-03,0.000000e+00
33,9,-0.002279,5.973683e-08,4.654388e-08,1,2.000000e-08,2.063645e-01,1.000000e+00,2.294928e-03,3,3,2.000000e-03,0.000000e+00
33,10,-0.002294,6.004293e-08,4.678609e-08,4,2.000000e-08,2.209252e-01,1.000000e+00,2.013415e-03,3,3,2.000000e-03,0.000000e+00
34,3,-0.002169,5.753935e-08,4.425852e-08,1,2.000000e-08,2.269420e-01,1.000000e+00,1.994342e-03,3,3,2.000000e-03,0.000000e+00
34,4,-0.002256,5.927443e-08,4.588991e-08,5,2.000000e-08,2.572035e-01,1.000000e+00,1.529902e-03,3,3,2.000000e-03,0.000000e+00
34,6,-0.002248,5.913024e-08,4.579205e-08,5,2.000000e-08,2.427390e-01,1.000000e+00,1.711458e-03,3,3,2.000000e-03,0.000000e+00
34,7,-0.002217,5.849974e-08,4.505876e-08,8,2.000000e-08,2.773414e-01,1.000000e+00,1.344293e-03,3,3,2.000000e-03,0.000000e+00
35,1,-0.002264,5.944850e-08,4.604384e-08,6,2.000000e-08,2.640419e-01,1.000000e+00,1.451343e-03,3,3,2.000000e-03,0.000000e+00
35,3,-0.002163,5.741778e-08,4.398422e-08,6,2.000000e-08,2.745170e-01,1.000000e+00,1.397163e-03,3,3,2.000000e-03,0.000000e+00
35,4,-0.002232,5.880112e-08,4.533763e-08,4,2.000000e-08,2.862778e-01,1.000000e+00,1.259655e-03,3,3,2.000000e-03,0.000000e+00
35,5,-0.002258,5.931607e-08,4.597235e-08,2,2.000000e-08,2.443792e-01,1.000000e+00,1.684576e-03,3,3,2.000000e-03,0.000000e+00
35,6,-0.002202,5.819281e-08,4.492392e-08,4,2.000000e-08,2.239073e-01,1.000000e+00,2.022952e-03,3,3,2.000000e-03,0.000000e+00
35,7,-0.002173,5.761339e-08,4.436516e-08,8,2.000000e-08,2.188452e-01,1.000000e+00,2.130955e-03,3,3,2.000000e-03,0.000000e+00
35,9,-0.002214,5.844695e-08,4.509478e-08,7,2.000000e-08,2.469312e-01,1.000000e+00,1.675993e-03,3,3,2.000000e-03,0.000000e+00
35,10,-0.002270,5.955904e-08,4.611050e-08,8,2.000000e-08,2.802827e-01,1.000000e+00,1.293689e-03,3,3,2.000000e-03,0.000000e+00
36,2,-0.002170,5.755432e-08,4.437296e-08,7,2.000000e-08,2.039243e-01,1.000000e+00,2.427429e-03,3,3,2.000000e-03,0.000000e+00
36,3,-0.002153,5.721857e-08,4.400225e-08,6,2.000000e-08,2.114638e-01,1.000000e+00,2.284676e-03,3,3,2.000000e-03,0.000000e+00
36,4,-0.002190,5.796811e-08,4.481029e-08,7,2.000000e-08,1.991436e-01,1.000000e+00,2.516776e-03,3,3,2.000000e-03,0.000000e+00
36,9,-0.002197,5.811077e-08,4.502680e-08,7,2.000000e-08,1.855042e-01,1.000000e+00,2.847046e-03,3,3,2.000000e-03,0.000000e+00
36,10,-0.002235,5.886347e-08,4.560189e-08,2,2.000000e-08,2.220898e-01,1.000000e+00,2.031535e-03,3,3,2.000000e-03,0.000000e+00
37,3,-0.002114,5.643956e-08,4.327428e-08,2,2.000000e-08,2.006357e-01,1.000000e+00,2.545565e-03,3,3,2.000000e-03,0.000000e+00
37,7,-0.002096,5.607814e-08,4.256545e-08,5,2.000000e-08,3.079629e-01,1.000000e+00,1.156420e-03,3,3,2.000000e-03,0.000000e+00
37,8,-0.002079,5.573346e-08,4.225357e-08,2,2.000000e-08,2.931579e-01,1.000000e+00,1.275033e-03,3,3,2.000000e-03,0.000000e+00
37,9,-0.002173,5.761433e-08,4.435880e-08,7,2.000000e-08,2.206080e-01,1.000000e+00,2.099484e-03,3,3,2.000000e-03,0.000000e+00
37,10,-0.002210,5.835642e-08,4.512801e-08,4,2.000000e-08,2.142009e-01,1.000000e+00,2.190262e-03,3,3,2.000000e-03,0.000000e+00
38,1,-0.002176,5.767398e-08,4.451358e-08,6,2.000000e-08,1.996568e-01,1.000000e+00,2.516955e-03,3,3,2.000000e-03,0.000000e+00
38,4,-0.002121,5.658886e-08,4.310023e-08,2,2.000000e-08,2.969619e-01,1.000000e+00,1.224786e-03,3,3,2.000000e-03,0.000000e+00
38,5,-0.002134,5.683318e-08,4.333082e-08,2,2.000000e-08,3.031470e-01,1.000000e+00,1.173466e-03,3,3,2.000000e-03,0.000000e+00
38,6,-0.002159,5.733888e-08,4.411247e-08,3,2.000000e-08,2.137422e-01,1.000000e+00,2.235800e-03,3,3,2.000000e-03,0.000000e+00
38,8,-0.002067,5.550366e-08,4.213364e-08,7,2.000000e-08,2.524947e-01,1.000000e+00,1.692742e-03,3,3,2.000000e-03,0.000000e+00
39,1,-0.002152,5.721105e-08,4.392355e-08,7,2.000000e-08,2.286702e-01,1.000000e+00,1.977295e-03,3,3,2.000000e-03,0.000000e+00
39,3,-0.002091,5.597594e-08,4.258127e-08,1,2.000000e-08,2.606061e-01,1.000000e+00,1.581520e-03,3,3,2.000000e-03,0.000000e+00
39,4,-0.002112,5.639950e-08,4.290785e-08,3,2.000000e-08,2.983061e-01,1.000000e+00,1.218945e-03,3,3,2.000000e-03,0.000000e+00
39,5,-0.002101,5.618414e-08,4.306585e-08,2,2.000000e-08,1.916017e-01,1.000000e+00,2.774209e-03,3,3,2.000000e-03,0.000000e+00
39,7,-0.002056,5.527928e-08,4.208474e-08,4,2.000000e-08,2.067014e-01,1.000000e+00,2.460390e-03,3,3,2.000000e-03,0.000000e+00
39,9,-0.002143,5.702121e-08,4.382362e-08,5,2.000000e-08,2.073560e-01,1.000000e+00,2.375633e-03,3,3,2.000000e-03,0.000000e+00
40,1,-0.002151,5.717380e-08,4.382187e-08,8,2.000000e-08,2.468563e-01,1.000000e+00,1.714081e-03,3,3,2.000000e-03,0.000000e+00
40,4,-0.002086,5.588729e-08,4.271122e-08,8,2.000000e-08,2.028306e-01,1.000000e+00,2.519399e-03,3,3,2.000000e-03,0.000000e+00
40,6,-0.002102,5.620413e-08,4.266186e-08,7,2.000000e-08,3.226606e-01,1.000000e+00,1.059264e-03,3,3,2.000000e-03,0.000000e+00
40,7,-0.002042,5.501079e-08,4.147612e-08,1,2.000000e-08,3.187544e-01,1.000000e+00,1.108855e-03,3,3,2.000000e-03,0.000000e+00
40,8,-0.001999,5.415162e-08,4.066733e-08,3,2.000000e-08,2.950616e-01,1.000000e+00,1.299530e-03,3,3,2.000000e-03,0.000000e+00
41,1,-0.002139,5.694952e-08,4.382668e-08,8,2.000000e-08,1.924426e-01,1.000000e+00,2.718896e-03,3,3,2.000000e-03,0.000000e+00
41,3,-0.002063,5.542035e-08,4.196959e-08,4,2.000000e-08,2.811572e-01,1.000000e+00,1.386374e-03,3,3,2.000000e-03,0.000000e+00
41,4,-0.002058,5.531843e-08,4.185507e-08,7,2.000000e-08,2.862228e-01,1.000000e+00,1.343638e-03,3,3,2.000000e-03,0.000000e+00
41,8,-0.001960,5.337140e-08,3.991047e-08,6,2.000000e-08,2.852334e-01,1.000000e+00,1.405209e-03,3,3,2.000000e-03,0.000000e+00
41,9,-0.002125,5.666368e-08,4.330519e-08,5,2.000000e-08,2.488729e-01,1.000000e+00,1.703233e-03,3,3,2.000000e-03,0.000000e+00
41,10,-0.002134,5.683652e-08,4.363368e-08,3,2.000000e-08,2.084925e-01,1.000000e+00,2.359301e-03,3,3,2.000000e-03,0.000000e+00
42,1,-0.002106,5.627320e-08,4.285344e-08,3,2.000000e-08,2.694151e-01,1.000000e+00,1.477748e-03,3,3,2.000000e-03,0.000000e+00
42,3,-0.002040,5.495942e-08,4.154826e-08,6,2.000000e-08,2.663274e-01,1.000000e+00,1.547486e-03,3,3,2.000000e-03,0.000000e+00
42,4,-0.002034,5.484491e-08,4.150424e-08,6,2.000000e-08,2.434741e-01,1.000000e+00,1.833946e-03,3,3,2.000000e-03,0.000000e+00
42,6,-0.002043,5.501942e-08,4.163473e-08,2,2.000000e-08,2.572584e-01,1.000000e+00,1.649231e-03,3,3,2.000000e-03,0.000000e+00
42,7,-0.002013,5.443054e-08,4.107041e-08,5,2.000000e-08,2.493827e-01,1.000000e+00,1.767308e-03,3,3,2.000000e-03,0.000000e+00
42,8,-0.001955,5.325527e-08,3.998296e-08,6,2.000000e-08,2.247697e-01,1.000000e+00,2.190083e-03,3,3,2.000000e-03,0.000000e+00
42,9,-0.002100,5.615746e-08,4.272724e-08,4,2.000000e-08,2.732630e-01,1.000000e+00,1.442045e-03,3,3,2.000000e-03,0.000000e+00
43,3,-0.002032,5.479927e-08,4.138270e-08,2,2.000000e-08,2.682572e-01,1.000000e+00,1.531392e-03,3,3,2.000000e-03,0.000000e+00
43,4,-0.001997,5.409656e-08,4.078752e-08,3,2.000000e-08,2.344452e-01,1.000000e+00,1.994878e-03,3,3,2.000000e-03,0.000000e+00
43,5,-0.002017,5.449271e-08,4.112296e-08,2,2.000000e-08,2.524073e-01,1.000000e+00,1.725942e-03,3,3,2.000000e-03,0.000000e+00
43,6,-0.001997,5.411157e-08,4.101245e-08,2,2.000000e-08,1.881484e-01,1.000000e+00,2.965063e-03,3,3,2.000000e-03,0.000000e+00
43,9,-0.002091,5.597637e-08,4.256626e-08,8,2.000000e-08,2.659588e-01,1.000000e+00,1.522273e-03,3,3,2.000000e-03,0.000000e+00
43,10,-0.002080,5.576383e-08,4.235358e-08,3,2.000000e-08,2.660032e-01,1.000000e+00,1.527816e-03,3,3,2.000000e-03,0.000000e+00
44,1,-0.002070,5.555711e-08,4.203326e-08,7,2.000000e-08,3.133496e-01,1.000000e+00,1.131684e-03,3,3,2.000000e-03,0.000000e+00
44,5,-0.001972,5.359638e-08,4.016254e-08,7,2.000000e-08,2.746211e-01,1.000000e+00,1.500696e-03,3,3,2.000000e-03,0.000000e+00
44,6,-0.001972,5.360521e-08,4.015498e-08,6,2.000000e-08,2.809479e-01,1.000000e+00,1.438349e-03,3,3,2.000000e-03,0.000000e+00
44,7,-0.001982,5.379429e-08,4.062869e-08,5,2.000000e-08,2.006995e-01,1.000000e+00,2.661914e-03,3,3,2.000000e-03,0.000000e+00
44,8,-0.001920,5.256584e-08,3.927360e-08,6,2.000000e-08,2.299200e-01,1.000000e+00,2.128452e-03,3,3,2.000000e-03,0.000000e+00
44,9,-0.002047,5.509834e-08,4.163521e-08,5,2.000000e-08,2.861324e-01,1.000000e+00,1.350194e-03,3,3,2.000000e-03,0.000000e+00
44,10,-0.002048,5.512516e-08,4.166709e-08,7,2.000000e-08,2.840760e-01,1.000000e+00,1.367718e-03,3,3,2.000000e-03,0.000000e+00
45,1,-0.002042,5.500317e-08,4.186870e-08,7,2.000000e-08,1.946198e-01,1.000000e+00,2.752632e-03,3,3,2.000000e-03,0.000000e+00
45,2,-0.001909,5.233580e-08,3.900121e-08,4,2.000000e-08,2.416851e-01,1.000000e+00,1.950115e-03,3,3,2.000000e-03,0.000000e+00
45,6,-0.001930,5.275979e-08,3.924539e-08,5,2.000000e-08,3.087779e-01,1.000000e+00,1.230448e-03,3,3,2.000000e-03,0.000000e+00
45,9,-0.002014,5.444498e-08,4.112270e-08,4,2.000000e-08,2.381432e-01,1.000000e+00,1.925319e-03,3,3,2.000000e-03,0.000000e+00
45,10,-0.002043,5.501595e-08,4.159873e-08,1,2.000000e-08,2.684948e-01,1.000000e+00,1.522571e-03,3,3,2.000000e-03,0.000000e+00
46,1,-0.002027,5.470194e-08,4.147763e-08,3,2.000000e-08,2.132636e-01,1.000000e+00,2.348334e-03,3,3,2.000000e-03,0.000000e+00
46,2,-0.001898,5.213055e-08,3.890698e-08,7,2.000000e-08,2.130966e-01,1.000000e+00,2.464741e-03,3,3,2.000000e-03,0.000000e+00
46,3,-0.001954,5.323421e-08,4.001854e-08,7,2.000000e-08,2.113191e-01,1.000000e+00,2.451509e-03,3,3,2.000000e-03,0.000000e+00
46,4,-0.001940,5.296656e-08,3.999008e-08,8,2.000000e-08,1.686862e-01,1.000000e+00,3.633171e-03,3,3,2.000000e-03,0.000000e+00
46,6,-0.001888,5.193162e-08,3.842095e-08,3,2.000000e-08,3.070109e-01,1.000000e+00,1.265496e-03,3,3,2.000000e-03,0.000000e+00
46,7,-0.001928,5.271587e-08,3.925178e-08,7,2.000000e-08,2.865218e-01,1.000000e+00,1.412362e-03,3,3,2.000000e-03,0.000000e+00
46,9,-0.002010,5.436526e-08,4.098808e-08,8,2.000000e-08,2.547993e-01,1.000000e+00,1.699895e-03,3,3,2.000000e-03,0.000000e+00
46,10,-0.002022,5.459283e-08,4.129447e-08,3,2.000000e-08,2.315450e-01,1.000000e+00,2.022892e-03,3,3,2.000000e-03,0.000000e+00
47,1,-0.002023,5.461976e-08,4.132424e-08,5,2.000000e-08,2.307926e-01,1.000000e+00,2.034098e-03,3,3,2.000000e-03,0.000000e+00
47,2,-0.001862,5.140249e-08,3.802898e-08,8,2.000000e-08,2.536129e-01,1.000000e+00,1.817733e-03,3,3,2.000000e-03,0.000000e+00
47,6,-0.001872,5.160284e-08,3.839744e-08,3,2.000000e-08,2.090494e-01,1.000000e+00,2.576858e-03,3,3,2.000000e-03,0.000000e+00
47,7,-0.001924,5.264901e-08,3.915345e-08,5,2.000000e-08,3.000514e-01,1.000000e+00,1.299471e-03,3,3,2.000000e-03,0.000000e+00
47,8,-0.001870,5.155274e-08,3.821871e-08,1,2.000000e-08,2.415220e-01,1.000000e+00,1.983076e-03,3,3,2.000000e-03,0.000000e+00
47,9,-0.001986,5.387592e-08,4.047055e-08,2,2.000000e-08,2.642887e-01,1.000000e+00,1.602799e-03,3,3,2.000000e-03,0.000000e+00
47,10,-0.002002,5.421066e-08,4.092031e-08,8,2.000000e-08,2.294207e-01,1.000000e+00,2.072066e-03,3,3,2.000000e-03,0.000000e+00
48,1,-0.002010,5.436051e-08,4.083569e-08,3,2.000000e-08,3.138237e-01,1.000000e+00,1.155823e-03,3,3,2.000000e-03,0.000000e+00
48,6,-0.001840,5.095627e-08,3.750179e-08,7,2.000000e-08,2.826318e-01,1.000000e+00,1.502901e-03,3,3,2.000000e-03,0.000000e+00
48,7,-0.001891,5.198198e-08,3.850609e-08,2,2.000000e-08,2.914496e-01,1.000000e+00,1.389891e-03,3,3,2.000000e-03,0.000000e+00
48,9,-0.001955,5.325880e-08,3.995890e-08,4,2.000000e-08,2.319594e-01,1.000000e+00,2.066702e-03,3,3,2.000000e-03,0.000000e+00
49,1,-0.001962,5.340434e-08,3.983739e-08,5,2.000000e-08,3.360407e-01,1.000000e+00,1.042277e-03,3,3,2.000000e-03,0.000000e+00
49,5,-0.001902,5.219550e-08,3.900878e-08,5,2.000000e-08,2.050455e-01,1.000000e+00,2.637774e-03,3,3,2.000000e-03,0.000000e+00
49,6,-0.001807,5.030902e-08,3.741249e-08,6,2.000000e-08,1.580290e-01,1.000000e+00,4.223019e-03,3,3,2.000000e-03,0.000000e+00
49,7,-0.001889,5.194857e-08,3.858338e-08,4,2.000000e-08,2.509669e-01,1.000000e+00,1.832873e-03,3,3,2.000000e-03,0.000000e+00
49,9,-0.001916,5.249045e-08,3.900648e-08,7,2.000000e-08,2.949229e-01,1.000000e+00,1.345605e-03,3,3,2.000000e-03,0.000000e+00
49,10,-0.001927,5.270987e-08,3.937028e-08,5,2.000000e-08,2.431547e-01,1.000000e+00,1.914293e-03,3,3,2.000000e-03,0.000000e+00
50,2,-0.001783,4.983062e-08,3.673846e-08,6,2.000000e-08,1.869247e-01,1.000000e+00,3.241807e-03,3,3,2.000000e-03,0.000000e+00
50,5,-0.001900,5.215661e-08,3.864509e-08,3,2.000000e-08,3.074097e-01,1.000000e+00,1.256436e-03,3,3,2.000000e-03,0.000000e+00
50,6,-0.001798,5.011407e-08,3.670084e-08,2,2.000000e-08,2.670632e-01,1.000000e+00,1.698166e-03,3,3,2.000000e-03,0.000000e+00
50,7,-0.001849,5.113666e-08,3.778787e-08,4,2.000000e-08,2.459015e-01,1.000000e+00,1.934737e-03,3,3,2.000000e-03,0.000000e+00
50,8,-0.001779,4.973949e-08,3.659965e-08,4,2.000000e-08,1.956422e-01,1.000000e+00,3.002793e-03,3,3,2.000000e-03,0.000000e+00
51,2,-0.001753,4.921868e-08,3.600380e-08,2,2.000000e-08,2.111404e-01,1.000000e+00,2.653629e-03,3,3,2.000000e-03,0.000000e+00
51,4,-0.001830,5.076806e-08,3.744281e-08,2,2.000000e-08,2.389879e-01,1.000000e+00,2.054304e-03,3,3,2.000000e-03,0.000000e+00
51,5,-0.001860,5.137134e-08,3.822376e-08,8,2.000000e-08,1.971348e-01,1.000000e+00,2.871662e-03,3,3,2.000000e-03,0.000000e+00
51,7,-0.001832,5.080989e-08,3.741868e-08,2,2.000000e-08,2.594359e-01,1.000000e+00,1.764745e-03,3,3,2.000000e-03,0.000000e+00
51,8,-0.001765,4.945527e-08,3.621596e-08,6,2.000000e-08,2.167329e-01,1.000000e+00,2.520293e-03,3,3,2.000000e-03,0.000000e+00
51,10,-0.001895,5.205229e-08,3.877476e-08,7,2.000000e-08,2.260954e-01,1.000000e+00,2.216727e-03,3,3,2.000000e-03,0.000000e+00
52,1,-0.001846,5.107397e-08,3.766485e-08,5,2.000000e-08,2.656057e-01,1.000000e+00,1.680583e-03,3,3,2.000000e-03,0.000000e+00
52,6,-0.001772,4.961190e-08,3.622163e-08,2,2.000000e-08,2.591220e-01,1.000000e+00,1.814514e-03,3,3,2.000000e-03,0.000000e+00
52,7,-0.001831,5.077928e-08,3.745639e-08,6,2.000000e-08,2.383171e-01,1.000000e+00,2.064437e-03,3,3,2.000000e-03,0.000000e+00
52,9,-0.001869,5.154637e-08,3.827838e-08,7,2.000000e-08,2.236840e-01,1.000000e+00,2.282888e-03,3,3,2.000000e-03,0.000000e+00
53,3,-0.001822,5.061025e-08,3.712675e-08,2,2.000000e-08,2.947208e-01,1.000000e+00,1.402766e-03,3,3,2.000000e-03,0.000000e+00
53,4,-0.001753,4.922596e-08,3.581128e-08,6,2.000000e-08,2.675823e-01,1.000000e+00,1.725405e-03,3,3,2.000000e-03,0.000000e+00
53,8,-0.001748,4.911720e-08,3.596815e-08,6,2.000000e-08,1.974214e-01,1.000000e+00,2.992719e-03,3,3,2.000000e-03,0.000000e+00
53,10,-0.001826,5.069152e-08,3.717056e-08,4,2.000000e-08,3.119348e-01,1.000000e+00,1.263469e-03,3,3,2.000000e-03,0.000000e+00
54,1,-0.001798,5.011748e-08,3.668221e-08,7,2.000000e-08,2.751638e-01,1.000000e+00,1.607448e-03,3,3,2.000000e-03,0.000000e+00
54,3,-0.001819,5.053850e-08,3.709192e-08,4,2.000000e-08,2.795110e-01,1.000000e+00,1.547724e-03,3,3,2.000000e-03,0.000000e+00
54,4,-0.001710,4.837077e-08,3.490777e-08,4,2.000000e-08,2.860768e-01,1.000000e+00,1.557678e-03,3,3,2.000000e-03,0.000000e+00
54,5,-0.001769,4.953675e-08,3.637195e-08,6,2.000000e-08,2.005371e-01,1.000000e+00,2.887696e-03,3,3,2.000000e-03,0.000000e+00
54,7,-0.001771,4.958931e-08,3.618754e-08,5,2.000000e-08,2.630391e-01,1.000000e+00,1.766175e-03,3,3,2.000000e-03,0.000000e+00
54,8,-0.001728,4.871555e-08,3.547594e-08,6,2.000000e-08,2.168019e-01,1.000000e+00,2.557844e-03,3,3,2.000000e-03,0.000000e+00
54,9,-0.001799,5.013543e-08,3.678293e-08,4,2.000000e-08,2.470345e-01,1.000000e+00,1.958698e-03,3,3,2.000000e-03,0.000000e+00
55,1,-0.001760,4.936798e-08,3.595510e-08,3,2.000000e-08,2.669375e-01,1.000000e+00,1.727551e-03,3,3,2.000000e-03,0.000000e+00
55,5,-0.001752,4.919841e-08,3.587131e-08,4,2.000000e-08,2.395168e-01,1.000000e+00,2.114326e-03,3,3,2.000000e-03,0.000000e+00
55,6,-0.001754,4.924835e-08,3.588909e-08,4,2.000000e-08,2.491103e-01,1.000000e+00,1.965791e-03,3,3,2.000000e-03,0.000000e+00
55,8,-0.001705,4.825407e-08,3.480636e-08,2,2.000000e-08,2.799533e-01,1.000000e+00,1.624435e-03,3,3,2.000000e-03,0.000000e+00
55,10,-0.001817,5.049616e-08,3.698952e-08,7,2.000000e-08,3.051259e-01,1.000000e+00,1.320511e-03,3,3,2.000000e-03,0.000000e+00
56,1,-0.001740,4.896201e-08,3.549659e-08,1,2.000000e-08,2.870760e-01,1.000000e+00,1.526862e-03,3,3,2.000000e-03,0.000000e+00
56,2,-0.001578,4.573119e-08,3.220860e-08,5,2.000000e-08,3.127353e-01,1.000000e+00,1.417309e-03,3,3,2.000000e-03,0.000000e+00
56,7,-0.001720,4.856247e-08,3.534803e-08,4,2.000000e-08,2.110449e-01,1.000000e+00,2.692074e-03,3,3,2.000000e-03,0.000000e+00
56,8,-0.001670,4.755364e-08,3.403114e-08,7,2.000000e-08,3.126917e-01,1.000000e+00,1.353890e-03,3,3,2.000000e-03,0.000000e+00
56,9,-0.001754,4.923990e-08,3.579137e-08,2,2.000000e-08,2.802774e-01,1.000000e+00,1.584858e-03,3,3,2.000000e-03,0.000000e+00
57,1,-0.001728,4.871418e-08,3.528386e-08,5,2.000000e-08,2.733020e-01,1.000000e+00,1.679212e-03,3,3,2.000000e-03,0.000000e+00
57,2,-0.001550,4.517133e-08,3.170876e-08,4,2.000000e-08,2.858985e-01,1.000000e+00,1.686543e-03,3,3,2.000000e-03,0.000000e+00
57,5,-0.001719,4.853830e-08,3.508088e-08,5,2.000000e-08,2.838112e-01,1.000000e+00,1.574129e-03,3,3,2.000000e-03,0.000000e+00
57,6,-0.001675,4.766109e-08,3.431783e-08,6,2.000000e-08,2.442448e-01,1.000000e+00,2.110571e-03,3,3,2.000000e-03,0.000000e+00
57,7,-0.001690,4.795230e-08,3.469002e-08,6,2.000000e-08,2.222643e-01,1.000000e+00,2.486497e-03,3,3,2.000000e-03,0.000000e+00
57,8,-0.001622,4.661002e-08,3.337861e-08,8,2.000000e-08,2.148906e-01,1.000000e+00,2.719730e-03,3,3,2.000000e-03,0.000000e+00
57,9,-0.001744,4.904535e-08,3.562059e-08,4,2.000000e-08,2.712393e-01,1.000000e+00,1.689881e-03,3,3,2.000000e-03,0.000000e+00
57,10,-0.001774,4.964391e-08,3.627152e-08,3,2.000000e-08,2.532532e-01,1.000000e+00,1.891047e-03,3,3,2.000000e-03,0.000000e+00
58,1,-0.001701,4.818993e-08,3.526739e-08,7,2.000000e-08,1.613461e-01,1.000000e+00,4.255205e-03,3,3,2.000000e-03,0.000000e+00
58,2,-0.001528,4.471482e-08,3.146702e-08,4,2.000000e-08,2.187452e-01,1.000000e+00,2.753943e-03,3,3,2.000000e-03,0.000000e+00
58,6,-0.001641,4.699003e-08,3.356486e-08,1,2.000000e-08,2.713901e-01,1.000000e+00,1.770467e-03,3,3,2.000000e-03,0.000000e+00
58,7,-0.001688,4.791344e-08,3.487842e-08,7,2.000000e-08,1.774478e-01,1.000000e+00,3.673404e-03,3,3,2.000000e-03,0.000000e+00
58,8,-0.001578,4.571221e-08,3.233613e-08,3,2.000000e-08,2.544423e-01,1.000000e+00,2.051741e-03,3,3,2.000000e-03,0.000000e+00
58,9,-0.001716,4.848098e-08,3.521114e-08,4,2.000000e-08,2.241446e-01,1.000000e+00,2.421409e-03,3,3,2.000000e-03,0.000000e+00
58,10,-0.001732,4.880546e-08,3.557125e-08,3,2.000000e-08,2.155390e-01,1.000000e+00,2.579838e-03,3,3,2.000000e-03,0.000000e+00
59,1,-0.001692,4.801001e-08,3.457336e-08,7,2.000000e-08,2.756871e-01,1.000000e+00,1.679868e-03,3,3,2.000000e-03,0.000000e+00
59,3,-0.001742,4.900557e-08,3.576444e-08,6,2.000000e-08,2.171602e-01,1.000000e+00,2.534837e-03,3,3,2.000000e-03,0.000000e+00
59,7,-0.001657,4.729733e-08,3.399287e-08,5,2.000000e-08,2.331964e-01,1.000000e+00,2.313942e-03,3,3,2.000000e-03,0.000000e+00
59,8,-0.001534,4.484063e-08,3.162089e-08,4,2.000000e-08,2.122321e-01,1.000000e+00,2.895385e-03,3,3,2.000000e-03,0.000000e+00
59,10,-0.001710,4.836775e-08,3.508696e-08,6,2.000000e-08,2.269321e-01,1.000000e+00,2.373844e-03,3,3,2.000000e-03,0.000000e+00
60,1,-0.001683,4.782406e-08,3.467118e-08,1,2.000000e-08,1.981703e-01,1.000000e+00,3.053099e-03,3,3,2.000000e-03,0.000000e+00
60,3,-0.001723,4.861797e-08,3.544866e-08,6,2.000000e-08,2.014492e-01,1.000000e+00,2.918690e-03,3,3,2.000000e-03,0.000000e+00
60,4,-0.001580,4.577152e-08,3.244864e-08,8,2.000000e-08,2.383124e-01,1.000000e+00,2.305299e-03,3,3,2.000000e-03,0.000000e+00
60,5,-0.001631,4.677568e-08,3.325830e-08,6,2.000000e-08,3.102040e-01,1.000000e+00,1.400024e-03,3,3,2.000000e-03,0.000000e+00
60,6,-0.001608,4.632830e-08,3.293129e-08,3,2.000000e-08,2.614011e-01,1.000000e+00,1.925141e-03,3,3,2.000000e-03,0.000000e+00
60,7,-0.001650,4.716287e-08,3.387201e-08,5,2.000000e-08,2.295564e-01,1.000000e+00,2.387673e-03,3,3,2.000000e-03,0.000000e+00
60,8,-0.001515,4.446667e-08,3.105585e-08,7,2.000000e-08,2.662063e-01,1.000000e+00,1.951605e-03,3,3,2.000000e-03,0.000000e+00
